Date,Library,Title,Event Organizer,Audiences,Categories,Actual Attendance,Seats,Confirmed Registrations,Waiting-List Registrations
9/3/2019,BLDG 61 Makerspace,Laser Cutting Guided Access,Adam Watts,"Teens, Adult","Classes & Activities, Laser Cutting,, STEAM",,5,5,1
