Date,Library,Title,Event Organizer,Audiences,Categories.1,Categories.2,Categories.4,Categories.3,Actual Attendance,Seats,Confirmed Registrations,Waiting-List Registrations
9/22/2019,BLDG 61 Makerspace,Tool Orientation: Laser Cutting,Adam Watts,"Teens, Adult",Classes & Activities, STEAM,, Tool Orientation,,16,16,11
