Date,Library,Title,Event Organizer,Audiences,Categories.1,Categories.2,Categories.4,Categories.3,Actual Attendance,Seats,Confirmed Registrations,Waiting-List Registrations
9/3/2019,BLDG 61 Makerspace,CNC Guided Access,Zack Weaver,"Teens, Adult",CNC Machine, Classes & Activities,, STEAM,,1,1,0
