Date,Library,Title,Event Organizer,Audiences,Categories,Actual Attendance,Seats,Confirmed Registrations,Waiting-List Registrations
9/3/2019,BLDG 61 Makerspace,Open Studio & Limited Shop Access,Adam Watts,"Teens, Child, Adult","Classes & Activities, Open Studio,, STEAM",,0,0,0
